kode_produk;tgl_berlaku;harga_berlaku;modal
PROD-0000003;2008-07-19;6390;6030
PROD-0000004;2008-07-19;8270;7870
PROD-0000005;2008-07-19;7180;6830
PROD-0000006;2008-07-19;8310;7960
PROD-0000007;2008-07-19;4670;4400
PROD-0000008;2008-07-19;1110;1050
PROD-0000009;2008-07-19;4870;4630
PROD-0000010;2008-07-19;1120;1060
PROD-0000011;2008-07-19;1220;1160
PROD-0000012;2008-07-19;3580;3450
PROD-0000013;2008-07-19;12680;12120
PROD-0000014;2008-07-19;12080;11400
PROD-0000015;2008-07-19;19430;18420
PROD-0000016;2008-07-19;101120;96070
PROD-0000017;2008-07-19;1260;1190
PROD-0000018;2008-07-19;8980;8580
PROD-0000019;2008-07-19;6220;5860
PROD-0000020;2008-07-19;5430;5220
PROD-0000021;2008-07-19;12250;11630
PROD-0000022;2008-07-19;74900;70590
PROD-0000023;2008-07-19;14810;13960
PROD-0000024;2008-07-19;15260;14380
PROD-0000025;2008-07-19;10330;9850
PROD-0000026;2008-07-19;920;870
PROD-0000027;2008-07-19;12320;11650
PROD-0000028;2008-07-19;56480;53240
PROD-0000029;2008-07-19;6400;6040
PROD-0000030;2008-07-19;4140;3920
PROD-0000031;2008-07-19;18370;17520
PROD-0000032;2008-07-19;5120;4910
PROD-0000033;2008-07-19;16020;15060
PROD-0000034;2008-07-19;20570;19520
PROD-0000035;2008-07-19;6070;5860
PROD-0000036;2008-07-19;31310;29680
PROD-0000037;2008-07-19;5170;4890
PROD-0000038;2008-07-19;6200;5820
PROD-0000039;2008-07-19;5500;5260
PROD-0000040;2008-07-19;15230;14240
PROD-0000041;2008-07-19;13800;12870
PROD-0000001;2008-07-20;11580;11030
PROD-0000002;2008-07-20;4290;4040
PROD-0000003;2008-07-20;6290;6030
PROD-0000004;2008-07-20;8240;7810
PROD-0000005;2008-07-20;7140;6860
PROD-0000006;2008-07-20;8310;7860
PROD-0000007;2008-07-20;4680;4430
PROD-0000008;2008-07-20;1110;1040
PROD-0000009;2008-07-20;4870;4610
PROD-0000010;2008-07-20;1110;1050
PROD-0000011;2008-07-20;1230;1160
PROD-0000012;2008-07-20;3600;3410
PROD-0000013;2008-07-20;12760;12120
PROD-0000014;2008-07-20;12080;11390
PROD-0000015;2008-07-20;19350;18390
PROD-0000016;2008-07-20;100720;96650
PROD-0000017;2008-07-20;1250;1200
PROD-0000018;2008-07-20;8990;8580
PROD-0000019;2008-07-20;6200;5880
PROD-0000020;2008-07-20;5520;5200
PROD-0000021;2008-07-20;12150;11680
PROD-0000022;2008-07-20;73710;70740
PROD-0000023;2008-07-20;14810;13980
PROD-0000024;2008-07-20;15110;14380
PROD-0000025;2008-07-20;10310;9750
PROD-0000026;2008-07-20;920;860
PROD-0000027;2008-07-20;12270;11640
PROD-0000028;2008-07-20;55920;53550
PROD-0000029;2008-07-20;6350;6100
PROD-0000030;2008-07-20;4110;3930
PROD-0000031;2008-07-20;18410;17610
PROD-0000032;2008-07-20;5100;4880
PROD-0000033;2008-07-20;15950;15060
PROD-0000034;2008-07-20;20200;19330
PROD-0000035;2008-07-20;6130;5780
PROD-0000036;2008-07-20;31490;29580
PROD-0000037;2008-07-20;5200;4890
PROD-0000038;2008-07-20;6200;5880
PROD-0000039;2008-07-20;5540;5260
PROD-0000040;2008-07-20;15230;14350
PROD-0000041;2008-07-20;13580;13010
PROD-0000001;2008-07-21;11680;11000
PROD-0000002;2008-07-21;4240;4110
PROD-0000003;2008-07-21;6370;6030
PROD-0000004;2008-07-21;8240;7830
PROD-0000005;2008-07-21;7140;6830
PROD-0000006;2008-07-21;8280;7920
PROD-0000007;2008-07-21;4680;4440
PROD-0000008;2008-07-21;1110;1040
PROD-0000009;2008-07-21;4880;4630
PROD-0000010;2008-07-21;1120;1060
PROD-0000011;2008-07-21;1210;1160
PROD-0000012;2008-07-21;3580;3420
PROD-0000013;2008-07-21;12840;12230
PROD-0000014;2008-07-21;12010;11490
PROD-0000015;2008-07-21;19390;18660
PROD-0000016;2008-07-21;101120;96070
PROD-0000017;2008-07-21;1250;1200
PROD-0000018;2008-07-21;8900;8560
PROD-0000019;2008-07-21;6140;5900
PROD-0000020;2008-07-21;5510;5230
PROD-0000021;2008-07-21;12130;11690
PROD-0000022;2008-07-21;74600;70500
PROD-0000023;2008-07-21;14840;13930
PROD-0000024;2008-07-21;15040;14380
PROD-0000025;2008-07-21;10270;9750
PROD-0000026;2008-07-21;910;880
PROD-0000027;2008-07-21;12340;11690
PROD-0000028;2008-07-21;56480;53550
PROD-0000029;2008-07-21;6420;6080
PROD-0000030;2008-07-21;4180;3930
PROD-0000031;2008-07-21;18370;17600
PROD-0000032;2008-07-21;5180;4880
PROD-0000033;2008-07-21;15790;14990
PROD-0000034;2008-07-21;20400;19380
PROD-0000035;2008-07-21;6090;5810
PROD-0000036;2008-07-21;31180;29690
PROD-0000037;2008-07-21;5170;4890
PROD-0000038;2008-07-21;6180;5810
PROD-0000039;2008-07-21;5510;5310
PROD-0000040;2008-07-21;15080;14450
PROD-0000041;2008-07-21;13720;13010
PROD-0000001;2008-07-22;11540;11010
PROD-0000002;2008-07-22;4290;4070
PROD-0000003;2008-07-22;6340;6030
PROD-0000004;2008-07-22;8340;7870
PROD-0000005;2008-07-22;7140;6830
PROD-0000006;2008-07-22;8300;7930
PROD-0000007;2008-07-22;4640;4400
PROD-0000008;2008-07-22;1110;1050
PROD-0000009;2008-07-22;4860;4640
PROD-0000010;2008-07-22;1130;1060
PROD-0000011;2008-07-22;1210;1150
PROD-0000012;2008-07-22;3610;3410
PROD-0000013;2008-07-22;12780;12150
PROD-0000014;2008-07-22;11890;11280
PROD-0000015;2008-07-22;19390;18560
PROD-0000016;2008-07-22;100720;95550
PROD-0000017;2008-07-22;1270;1190
PROD-0000018;2008-07-22;8940;8500
PROD-0000019;2008-07-22;6220;5860
PROD-0000020;2008-07-22;5450;5240
PROD-0000021;2008-07-22;12110;11670
PROD-0000022;2008-07-22;74010;69960
PROD-0000023;2008-07-22;14810;13910
PROD-0000024;2008-07-22;15170;14240
PROD-0000025;2008-07-22;10330;9840
PROD-0000026;2008-07-22;910;870
PROD-0000027;2008-07-22;12340;11750
PROD-0000028;2008-07-22;56710;54050
PROD-0000029;2008-07-22;6390;6030
PROD-0000030;2008-07-22;4130;3890
PROD-0000031;2008-07-22;18590;17590
PROD-0000032;2008-07-22;5180;4830
PROD-0000033;2008-07-22;15860;15060
PROD-0000034;2008-07-22;20200;19340
PROD-0000035;2008-07-22;6170;5830
PROD-0000036;2008-07-22;31000;29680
PROD-0000037;2008-07-22;5150;4890
PROD-0000038;2008-07-22;6170;5800
PROD-0000039;2008-07-22;5530;5300
PROD-0000040;2008-07-22;15080;14290
PROD-0000041;2008-07-22;13640;12980
PROD-0000001;2008-07-23;11510;10960
PROD-0000002;2008-07-23;4250;4030
PROD-0000003;2008-07-23;6380;6040
PROD-0000004;2008-07-23;8320;7870
PROD-0000005;2008-07-23;7140;6830
PROD-0000006;2008-07-23;8310;7930
PROD-0000007;2008-07-23;4680;4430
PROD-0000008;2008-07-23;1110;1050
PROD-0000009;2008-07-23;4900;4630
PROD-0000010;2008-07-23;1120;1060
PROD-0000011;2008-07-23;1230;1160
PROD-0000012;2008-07-23;3590;3400
PROD-0000013;2008-07-23;12810;12140
PROD-0000014;2008-07-23;11960;11390
PROD-0000015;2008-07-23;19620;18530
PROD-0000016;2008-07-23;101930;96070
PROD-0000017;2008-07-23;1270;1200
PROD-0000018;2008-07-23;8960;8530
PROD-0000019;2008-07-23;6140;5860
PROD-0000020;2008-07-23;5470;5160
PROD-0000021;2008-07-23;12330;11590
PROD-0000022;2008-07-23;74900;71030
PROD-0000023;2008-07-23;14690;13990
PROD-0000024;2008-07-23;15040;14380
PROD-0000025;2008-07-23;10270;9720
PROD-0000026;2008-07-23;910;860
PROD-0000027;2008-07-23;12270;11750
PROD-0000028;2008-07-23;56140;53550
PROD-0000029;2008-07-23;6340;6100
PROD-0000030;2008-07-23;4120;3930
PROD-0000031;2008-07-23;18410;17520
PROD-0000032;2008-07-23;5150;4900
PROD-0000033;2008-07-23;15760;15060
PROD-0000034;2008-07-23;20400;19450
PROD-0000035;2008-07-23;6100;5810
PROD-0000036;2008-07-23;31180;29520
PROD-0000037;2008-07-23;5110;4880
PROD-0000038;2008-07-23;6130;5870
PROD-0000039;2008-07-23;5580;5260
PROD-0000040;2008-07-23;15020;14490
PROD-0000041;2008-07-23;13800;13010
PROD-0000001;2008-07-24;11650;10940
PROD-0000002;2008-07-24;4260;4080
PROD-0000003;2008-07-24;6360;6000
PROD-0000004;2008-07-24;8250;7890
PROD-0000005;2008-07-24;7180;6840
PROD-0000006;2008-07-24;8360;7950
PROD-0000007;2008-07-24;4650;4410
PROD-0000008;2008-07-24;1100;1040
PROD-0000009;2008-07-24;4920;4650
PROD-0000010;2008-07-24;1110;1060
PROD-0000011;2008-07-24;1220;1170
PROD-0000012;2008-07-24;3610;3410
PROD-0000013;2008-07-24;12660;12030
PROD-0000014;2008-07-24;11920;11490
PROD-0000015;2008-07-24;19350;18460
PROD-0000016;2008-07-24;102130;95800
PROD-0000017;2008-07-24;1270;1210
PROD-0000018;2008-07-24;8920;8440
PROD-0000019;2008-07-24;6200;5860
PROD-0000020;2008-07-24;5450;5190
PROD-0000021;2008-07-24;12330;11590
PROD-0000022;2008-07-24;75050;70590
PROD-0000023;2008-07-24;14870;14040
PROD-0000024;2008-07-24;15040;14410
PROD-0000025;2008-07-24;10350;9750
PROD-0000026;2008-07-24;920;870
PROD-0000027;2008-07-24;12270;11750
PROD-0000028;2008-07-24;56140;53550
PROD-0000029;2008-07-24;6380;6040
PROD-0000030;2008-07-24;4170;3930
PROD-0000031;2008-07-24;18590;17520
PROD-0000032;2008-07-24;5110;4870
PROD-0000033;2008-07-24;16020;15060
PROD-0000034;2008-07-24;20280;19260
PROD-0000035;2008-07-24;6100;5810
PROD-0000036;2008-07-24;31000;29680
PROD-0000037;2008-07-24;5150;4860
PROD-0000038;2008-07-24;6120;5830
PROD-0000039;2008-07-24;5590;5260
PROD-0000040;2008-07-24;15260;14350
PROD-0000041;2008-07-24;13800;12910
PROD-0000001;2008-07-25;11650;10930
PROD-0000002;2008-07-25;4310;4030
PROD-0000003;2008-07-25;6320;6080
PROD-0000004;2008-07-25;8250;7870
PROD-0000005;2008-07-25;7140;6890
PROD-0000006;2008-07-25;8380;7850
PROD-0000007;2008-07-25;4660;4440
PROD-0000008;2008-07-25;1110;1050
PROD-0000009;2008-07-25;4850;4670
PROD-0000010;2008-07-25;1110;1060
PROD-0000011;2008-07-25;1220;1160
PROD-0000012;2008-07-25;3610;3380
PROD-0000013;2008-07-25;12760;12020
PROD-0000014;2008-07-25;12040;11470
PROD-0000015;2008-07-25;19660;18530
PROD-0000016;2008-07-25;101730;95880
PROD-0000017;2008-07-25;1270;1210
PROD-0000018;2008-07-25;8940;8530
PROD-0000019;2008-07-25;6230;5860
PROD-0000020;2008-07-25;5510;5170
PROD-0000021;2008-07-25;12250;11600
PROD-0000022;2008-07-25;74900;70450
PROD-0000023;2008-07-25;14900;14040
PROD-0000024;2008-07-25;15230;14290
PROD-0000025;2008-07-25;10310;9750
PROD-0000026;2008-07-25;910;870
PROD-0000027;2008-07-25;12360;11790
PROD-0000028;2008-07-25;56930;53670
PROD-0000029;2008-07-25;6420;6030
PROD-0000030;2008-07-25;4140;3910
PROD-0000031;2008-07-25;18410;17520
PROD-0000032;2008-07-25;5130;4880
PROD-0000033;2008-07-25;15830;15090
PROD-0000034;2008-07-25;20480;19420
PROD-0000035;2008-07-25;6090;5860
PROD-0000036;2008-07-25;31430;29380
PROD-0000037;2008-07-25;5160;4870
PROD-0000038;2008-07-25;6150;5800
PROD-0000039;2008-07-25;5540;5200
PROD-0000040;2008-07-25;15140;14420
PROD-0000041;2008-07-25;13830;12950
PROD-0000001;2008-07-26;11580;11070
PROD-0000002;2008-07-26;4300;4090
PROD-0000003;2008-07-26;6320;6030
PROD-0000004;2008-07-26;8250;7890
PROD-0000005;2008-07-26;7210;6830
PROD-0000006;2008-07-26;8400;8000
PROD-0000007;2008-07-26;4680;4440
PROD-0000008;2008-07-26;1090;1040
PROD-0000009;2008-07-26;4880;4630
PROD-0000010;2008-07-26;1120;1070
PROD-0000011;2008-07-26;1220;1170
PROD-0000012;2008-07-26;3600;3450
PROD-0000013;2008-07-26;12890;12190
PROD-0000014;2008-07-26;11920;11500
PROD-0000015;2008-07-26;19390;18400
PROD-0000016;2008-07-26;100920;96070
PROD-0000017;2008-07-26;1250;1190
PROD-0000018;2008-07-26;9050;8530
PROD-0000019;2008-07-26;6170;5870
PROD-0000020;2008-07-26;5500;5150
PROD-0000021;2008-07-26;12280;11570
PROD-0000022;2008-07-26;74900;71130
PROD-0000023;2008-07-26;14870;14040
PROD-0000024;2008-07-26;15010;14380
PROD-0000025;2008-07-26;10370;9680
PROD-0000026;2008-07-26;910;870
PROD-0000027;2008-07-26;12290;11710
PROD-0000028;2008-07-26;56590;53700
PROD-0000029;2008-07-26;6300;6020
PROD-0000030;2008-07-26;4130;3910
PROD-0000031;2008-07-26;18590;17680
PROD-0000032;2008-07-26;5160;4880
PROD-0000033;2008-07-26;15730;15060
PROD-0000034;2008-07-26;20570;19450
PROD-0000035;2008-07-26;6150;5810
PROD-0000036;2008-07-26;31180;29980
PROD-0000037;2008-07-26;5200;4940
PROD-0000038;2008-07-26;6170;5800
PROD-0000039;2008-07-26;5530;5290
PROD-0000040;2008-07-26;15260;14370
PROD-0000041;2008-07-26;13720;12940
PROD-0000001;2008-07-27;11650;11090
PROD-0000002;2008-07-27;4310;4020
PROD-0000003;2008-07-27;6320;6030
PROD-0000004;2008-07-27;8270;7870
PROD-0000005;2008-07-27;7190;6850
PROD-0000006;2008-07-27;8280;7970
PROD-0000007;2008-07-27;4690;4390
PROD-0000008;2008-07-27;1090;1060
PROD-0000009;2008-07-27;4880;4630
PROD-0000010;2008-07-27;1110;1070
PROD-0000011;2008-07-27;1220;1160
PROD-0000012;2008-07-27;3590;3410
PROD-0000013;2008-07-27;12840;12090
PROD-0000014;2008-07-27;11890;11390
PROD-0000015;2008-07-27;19470;18690
PROD-0000016;2008-07-27;100510;96800
PROD-0000017;2008-07-27;1260;1200
PROD-0000018;2008-07-27;8980;8510
PROD-0000019;2008-07-27;6120;5860
PROD-0000020;2008-07-27;5500;5250
PROD-0000021;2008-07-27;12330;11710
PROD-0000022;2008-07-27;74750;70970
PROD-0000023;2008-07-27;14660;14040
PROD-0000024;2008-07-27;15110;14440
PROD-0000025;2008-07-27;10250;9790
PROD-0000026;2008-07-27;910;870
PROD-0000027;2008-07-27;12390;11640
PROD-0000028;2008-07-27;56140;53550
PROD-0000029;2008-07-27;6350;6040
PROD-0000030;2008-07-27;4170;3920
PROD-0000031;2008-07-27;18300;17520
PROD-0000032;2008-07-27;5190;4840
PROD-0000033;2008-07-27;15760;15180
PROD-0000034;2008-07-27;20400;19300
PROD-0000035;2008-07-27;6120;5810
PROD-0000036;2008-07-27;31120;29960
PROD-0000037;2008-07-27;5130;4890
PROD-0000038;2008-07-27;6120;5790
PROD-0000039;2008-07-27;5560;5260
PROD-0000040;2008-07-27;15170;14350
PROD-0000041;2008-07-27;13750;13010
PROD-0000001;2008-07-28;11510;11050
PROD-0000002;2008-07-28;4300;4100
PROD-0000003;2008-07-28;6290;6010
PROD-0000004;2008-07-28;8300;7810
PROD-0000005;2008-07-28;7150;6830
PROD-0000006;2008-07-28;8360;7880
PROD-0000007;2008-07-28;4680;4440
PROD-0000008;2008-07-28;1090;1050
PROD-0000009;2008-07-28;4850;4610
PROD-0000010;2008-07-28;1120;1060
PROD-0000011;2008-07-28;1220;1160
PROD-0000012;2008-07-28;3630;3380
PROD-0000013;2008-07-28;12840;12220
PROD-0000014;2008-07-28;11920;11390
PROD-0000015;2008-07-28;19660;18540
PROD-0000016;2008-07-28;101930;96810
PROD-0000017;2008-07-28;1250;1200
PROD-0000018;2008-07-28;8900;8560
PROD-0000019;2008-07-28;6190;5860
PROD-0000020;2008-07-28;5470;5170
PROD-0000021;2008-07-28;12280;11590
PROD-0000022;2008-07-28;74600;70610
PROD-0000023;2008-07-28;14900;14170
PROD-0000024;2008-07-28;15290;14270
PROD-0000025;2008-07-28;10250;9770
PROD-0000026;2008-07-28;920;860
PROD-0000027;2008-07-28;12320;11750
PROD-0000028;2008-07-28;55920;53300
PROD-0000029;2008-07-28;6380;6060
PROD-0000030;2008-07-28;4110;3910
PROD-0000031;2008-07-28;18520;17590
PROD-0000032;2008-07-28;5140;4890
PROD-0000033;2008-07-28;15860;15060
PROD-0000034;2008-07-28;20240;19340
PROD-0000035;2008-07-28;6080;5810
PROD-0000036;2008-07-28;31560;29680
PROD-0000037;2008-07-28;5190;4880
PROD-0000038;2008-07-28;6200;5860
PROD-0000039;2008-07-28;5510;5220
PROD-0000040;2008-07-28;15110;14230
PROD-0000041;2008-07-28;13720;12980
PROD-0000001;2008-07-29;11700;11030
PROD-0000002;2008-07-29;4290;4060
PROD-0000003;2008-07-29;6290;6030
PROD-0000004;2008-07-29;8300;7870
PROD-0000005;2008-07-29;7250;6790
PROD-0000006;2008-07-29;8350;7930
PROD-0000007;2008-07-29;4660;4430
PROD-0000008;2008-07-29;1110;1050
PROD-0000009;2008-07-29;4860;4630
PROD-0000010;2008-07-29;1110;1050
PROD-0000011;2008-07-29;1220;1170
PROD-0000012;2008-07-29;3600;3410
PROD-0000013;2008-07-29;12860;12120
PROD-0000014;2008-07-29;12080;11330
PROD-0000015;2008-07-29;19510;18640
PROD-0000016;2008-07-29;100510;96640
PROD-0000017;2008-07-29;1250;1190
PROD-0000018;2008-07-29;9010;8540
PROD-0000019;2008-07-29;6160;5860
PROD-0000020;2008-07-29;5510;5240
PROD-0000021;2008-07-29;12130;11490
PROD-0000022;2008-07-29;74600;70590
PROD-0000023;2008-07-29;14750;14040
PROD-0000024;2008-07-29;15170;14460
PROD-0000025;2008-07-29;10290;9760
PROD-0000026;2008-07-29;910;870
PROD-0000027;2008-07-29;12490;11820
PROD-0000028;2008-07-29;56930;53290
PROD-0000029;2008-07-29;6400;5990
PROD-0000030;2008-07-29;4150;3900
PROD-0000031;2008-07-29;18300;17520
PROD-0000032;2008-07-29;5160;4910
PROD-0000033;2008-07-29;15890;15060
PROD-0000034;2008-07-29;20320;19180
PROD-0000035;2008-07-29;6150;5840
PROD-0000036;2008-07-29;31430;29910
PROD-0000037;2008-07-29;5110;4930
PROD-0000038;2008-07-29;6200;5830
PROD-0000039;2008-07-29;5540;5260
PROD-0000040;2008-07-29;15140;14500
PROD-0000041;2008-07-29;13610;13010
PROD-0000001;2008-07-30;11650;10970
PROD-0000002;2008-07-30;4270;4100
PROD-0000003;2008-07-30;6410;6030
PROD-0000004;2008-07-30;8250;7930
PROD-0000005;2008-07-30;7150;6810
PROD-0000006;2008-07-30;8350;7930
PROD-0000007;2008-07-30;4660;4460
PROD-0000008;2008-07-30;1100;1050
PROD-0000009;2008-07-30;4850;4660
PROD-0000010;2008-07-30;1120;1060
PROD-0000011;2008-07-30;1220;1160
PROD-0000012;2008-07-30;3570;3430
PROD-0000013;2008-07-30;12890;12120
PROD-0000014;2008-07-30;12080;11390
PROD-0000015;2008-07-30;19470;18380
PROD-0000016;2008-07-30;101530;97060
PROD-0000017;2008-07-30;1250;1200
PROD-0000018;2008-07-30;8940;8530
PROD-0000019;2008-07-30;6220;5810
PROD-0000020;2008-07-30;5440;5170
PROD-0000021;2008-07-30;12130;11580
PROD-0000022;2008-07-30;74160;69900
PROD-0000023;2008-07-30;14750;13950
PROD-0000024;2008-07-30;15070;14390
PROD-0000025;2008-07-30;10370;9800
PROD-0000026;2008-07-30;910;870
PROD-0000027;2008-07-30;12410;11750
PROD-0000028;2008-07-30;56250;53550
PROD-0000029;2008-07-30;6350;6040
PROD-0000030;2008-07-30;4110;3970
PROD-0000031;2008-07-30;18340;17520
PROD-0000032;2008-07-30;5140;4880
PROD-0000033;2008-07-30;15980;15070
PROD-0000034;2008-07-30;20530;19340
PROD-0000035;2008-07-30;6100;5810
PROD-0000036;2008-07-30;31240;29680
PROD-0000037;2008-07-30;5120;4890
PROD-0000038;2008-07-30;6100;5780
PROD-0000039;2008-07-30;5570;5260
PROD-0000040;2008-07-30;15050;14350
PROD-0000041;2008-07-30;13750;13030
PROD-0000001;2008-07-31;11630;10980
PROD-0000002;2008-07-31;4260;4100
PROD-0000003;2008-07-31;6380;6000
PROD-0000004;2008-07-31;8250;7850
PROD-0000005;2008-07-31;7150;6840
PROD-0000006;2008-07-31;8400;7930
PROD-0000007;2008-07-31;4720;4460
PROD-0000008;2008-07-31;1100;1060
PROD-0000009;2008-07-31;4880;4650
PROD-0000010;2008-07-31;1110;1060
PROD-0000011;2008-07-31;1220;1150
PROD-0000012;2008-07-31;3600;3400
PROD-0000013;2008-07-31;12810;12120
PROD-0000014;2008-07-31;12080;11390
PROD-0000015;2008-07-31;19350;18720
PROD-0000016;2008-07-31;100310;96070
PROD-0000017;2008-07-31;1250;1190
PROD-0000018;2008-07-31;9030;8600
PROD-0000019;2008-07-31;6200;5800
PROD-0000020;2008-07-31;5450;5200
PROD-0000021;2008-07-31;12150;11520
PROD-0000022;2008-07-31;73710;70890
PROD-0000023;2008-07-31;14780;14020
PROD-0000024;2008-07-31;15110;14380
PROD-0000025;2008-07-31;10290;9850
PROD-0000026;2008-07-31;920;870
PROD-0000027;2008-07-31;12440;11750
PROD-0000028;2008-07-31;56250;53550
PROD-0000029;2008-07-31;6420;6040
PROD-0000030;2008-07-31;4130;3930
PROD-0000031;2008-07-31;18480;17520
PROD-0000032;2008-07-31;5120;4830
PROD-0000033;2008-07-31;15730;15060
PROD-0000034;2008-07-31;20480;19430
PROD-0000035;2008-07-31;6150;5810
PROD-0000036;2008-07-31;31180;29960
PROD-0000037;2008-07-31;5200;4940
PROD-0000038;2008-07-31;6150;5830
PROD-0000039;2008-07-31;5570;5260
PROD-0000040;2008-07-31;15170;14350
PROD-0000041;2008-07-31;13830;13060
PROD-0000001;2008-08-01;11710;11110
PROD-0000002;2008-08-01;4270;4080
PROD-0000003;2008-08-01;6320;6050
PROD-0000004;2008-08-01;8320;7930
PROD-0000005;2008-08-01;7210;6910
PROD-0000006;2008-08-01;8340;7990
PROD-0000007;2008-08-01;4730;4450
PROD-0000008;2008-08-01;1100;1050
PROD-0000009;2008-08-01;4920;4690
PROD-0000010;2008-08-01;1110;1060
PROD-0000011;2008-08-01;1230;1170
PROD-0000012;2008-08-01;3600;3430
PROD-0000013;2008-08-01;12960;12250
PROD-0000014;2008-08-01;12080;11500
PROD-0000015;2008-08-01;19670;18730
PROD-0000016;2008-08-01;101590;96480
PROD-0000017;2008-08-01;1270;1200
PROD-0000018;2008-08-01;9040;8570
PROD-0000019;2008-08-01;6250;5890
PROD-0000020;2008-08-01;5560;5250
PROD-0000021;2008-08-01;12160;11630
PROD-0000022;2008-08-01;74600;71300
PROD-0000023;2008-08-01;15040;14040
PROD-0000024;2008-08-01;15100;14400
PROD-0000025;2008-08-01;10420;9800
PROD-0000026;2008-08-01;910;870
PROD-0000027;2008-08-01;12400;11780
PROD-0000028;2008-08-01;57160;53770
PROD-0000029;2008-08-01;6380;6090
PROD-0000030;2008-08-01;4140;3920
PROD-0000031;2008-08-01;18710;17760
PROD-0000032;2008-08-01;5130;4890
PROD-0000033;2008-08-01;16010;15190
PROD-0000034;2008-08-01;20420;19210
PROD-0000035;2008-08-01;6150;5890
PROD-0000036;2008-08-01;31520;29880
PROD-0000037;2008-08-01;5140;4970
PROD-0000038;2008-08-01;6180;5860
PROD-0000039;2008-08-01;5600;5260
PROD-0000040;2008-08-01;15040;14370
PROD-0000041;2008-08-01;13870;13120
PROD-0000001;2008-08-02;11780;11130
PROD-0000002;2008-08-02;4270;4080
PROD-0000003;2008-08-02;6390;6000
PROD-0000004;2008-08-02;8340;7890
PROD-0000005;2008-08-02;7170;6860
PROD-0000006;2008-08-02;8370;7920
PROD-0000007;2008-08-02;4710;4450
PROD-0000008;2008-08-02;1120;1050
PROD-0000009;2008-08-02;4880;4660
PROD-0000010;2008-08-02;1110;1060
PROD-0000011;2008-08-02;1220;1160
PROD-0000012;2008-08-02;3620;3400
PROD-0000013;2008-08-02;12830;12110
PROD-0000014;2008-08-02;12060;11510
PROD-0000015;2008-08-02;19630;18780
PROD-0000016;2008-08-02;102000;96340
PROD-0000017;2008-08-02;1270;1210
PROD-0000018;2008-08-02;8990;8540
PROD-0000019;2008-08-02;6220;5870
